Company,Reviewer Verification Status,Rating,Approximate Date of Review,Sentiment,NPS,Topic 1,Topic 2,Topic 3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,account,pay,direct,debit,year,boiler,cover,annual,service,first,service,first,year,month,year,year,boiler,service,ignore,never,complete,massive,breach,contract,red,final,year,still,boiler,service,offer,still,wait,boiler,service,red,year,phone,offer,refund,boiler,service,year,despite,pay,service,give,date,november,red,year,boiler,service,assure,boiler,service,would,undertake,cancel,due,couid,account,pay,least,year,boiler,service,receive,numerous,text,ask,cancel,november,boiler,service,receive,refund,another,worth,odd,every,text,decline,want,boiler,service,receive,phone,call,week,inform
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,dual,fuel,account,smart,meter,property,tenant,leave,property,empty,week,bill,electricity,flat,week,period,call,centre,constantly,unobtainable,hold,time,excess,minute,cut,anyway,dispute,figure,suppose,smart,meter,accurately,give,detail,appalling,company,avoid,cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,believe,sham,company,getaway,sell,product,treat,customer,bunch,liar,sign,promise,cheap,rate,business,phone,clearly,quote,monthly,bill,figure,know,false,supply,business,previous,year,buy,keep,supplier,first,month,bill,come,know,deliberately,put,low,estimate,business,consumption,show,low,monthly,cost,quote,bill,double,quote,would,expect,bad,tell,sign,cool,period,special,offer,accept,could,believe,month,wrangling,complaint,actually,try,put,blame,volume,usage,etc,finally,kick,never,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,terrible,experience,post,previously,highly,motivated,explore,way,sever,tie,company,positive,note,save,least,per,year,level,cover,fuel,thank,stir,complacency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,internet,site,app,bad,whole,wide,world,access,account,call,reply,anything,online,hopeless,cowboy,internet,app,site,ever,come,across,disgusting,disgraceful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,engineer,turn,booked,repair,repair,bump,day,ahead,bus,response,advise,find,engineer,would,refund,whole,point,insurance,insurer,deal,everything,also,offer,compensation,next,day,manager,phone,insist,close,complaint,refuse,tell,first,person,speak,offer,take,table,service,attitude,renew,policy,year,year,spend,thousand,new,boiler,right,bump,job,list,much,phone,call,customer,expect,running,around,try,escalate,complaint,compensation,offer,withdraw,good,luck,decide,buy,cover,company,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,plumber,house,today,behaviour,towards,wife,highly,worrying,unprofessional,threatening,rush,back,work,safety,reason,watch,threatening,behaviour,allocate,plumber,video,clip,wife,phone,choice,launch,complaint,also,consider,go,far,relevant,department,unfortunately,cause,damage,bathroom,professional,point,allow,carry,internal,investigation,move,next,stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,lie,homemade,cover,useless,book,safety,inspection,boiler,september,november,family,safety,main,priority,october,send,separate,text,message,bribe,cancel,reschedule,may,safety,check,way,overdue,talk,month,decline,last,night,receive,voicemail,tell,appointment,cancel,anyway,intention,come,property,way,back,october,send,text,message,really,let,cancel,policy,worthless,local,service,engineer,book,boiler,safety,check,wait,long,put,family,risk,avoid,company,gladly,take,premium,month,intention,fulfil,agreement,well,use,local,company,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,far,bad,ever,company,misfortune,deal,promise,engineer,would,come,round,install,smart,meter,receive,email,text,confirm,way,wait,hour,call,tell,know,anything,disgusting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,annual,service,book,tuesday,noon,track,say,engineer,way,nobody,come,tell,service,next,year,horrible,service,communication,good,take,money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,wait,morning,engineer,say,would,come,appointment,first,thing,today,mid,afternoon,even,phone,call,heating,hot,water,week,priority,customer,due,health,issue,treat,customer,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,bad,decision,ever,make,change,supplier,nothing,problem,since,terrible,company,deal,expect,assistance,customer,service,believe,word,saythe,app,terrible,well,unworkable,give,detail,electricity,keep,well,away,disaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,find,funny,smart,pay,go,metre,already,think,would,great,unscrew,door,handle,allow,self,home,basically,break,enter,nobody,say,change,metre,metre,view,outside,home,neighbour,pull,phone,still,response,big,thank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,least,min,thro,call,centre,indian,still,send,bill,leave,october,nobody,care,avoid,cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,absolutely,pathetic,tell,hold,time,minute,hour,minute,join,think,cancel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,pay,homemade,service,contract,central,heating,currently,month,friday,boiler,stop,work,ring,request,engineer,hang,phone,age,finally,indian,call,centre,communication,difficult,finally,give,appointment,follow,day,engineer,come,advise,unable,obtain,part,require,repair,leave,without,heating,tell,install,warm,air,boiler,pay,service,provide,heating,queue,phone,chat,today,make,complaint,request,payment,refund,finally,tell,refund,repair,part,pay,year,nothing,go,often,financial,ombudsman,disgusting,pensioner,heart,condition,leave,heating,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,could,give,star,would,previously,pay,month,electricity,new,contract,indicate,huge,increase,change,new,supplier,informed,subsequently,take,account,say,owe,send,letter,debt,collector,agency,say,hope,pluck,figure,air,close,account,august,bill,summer,month,use,reputable,company,long,poor,review,many,people,say,upset,parkinson,'s,receive,letter,debt,collector,something,never,happen,say,affect,credit,rating,pay,really,know,turn,upset,never,ever,deal,think,bully,tactic,despicable,could,honestly,throw,people,edge,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,take,robin,hood,promise,level,service,contract,barely,arrive,tell,would,submit,reading,manually,attempt,contact,email,correspondence,via,reply,course,day,obvious,mega,blob,overly,automate,company,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,horrendous,service,stay,away,customer,service,appal,speak,human,text,constantly,indian,call,centre,english,minimal,total,lack,understand,situation,repetitive,rubbish,answer,never,know,useless,company,huge,deterioration,service,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,5,2020-12-01,Positive,,0.001406987345525033,0.8467252594626582,0.1518677531918168,engineer,come,today,helpful,nothing,much,trouble,excellent,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,bad,company,ever,switch,without,money,smart,meter,since,morning,keep,tell,send,give,new,card,tel,top,previous,supplier,card,tel,send,engine,sort,problem,give,time,till,till,ridiculous,year,old,sitting,cold,heating,shame,well,know,company,stoop,low,stay,would,switch,supplier,shame,priority,need,never,put,first,believe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,firstly,know,post,bad,review,waste,time,much,company,never,positively,honestly,reply,message,email,letter,however,hope,post,stop,poor,unsuspecting,person,stress,deal,company,cancel,homemade,agreement,move,home,long,need,policy,premium,pay,bill,pay,account,rarely,look,receive,annual,statement,upon,examine,statement,find,agreement,cancel,due,refund,well,excess,despite,information,write,deliberately,take,time,process,refund,week,counting,since,advise,refund,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,terrible,company,wait,nearly,year,service,book,morning,phone,call,engineer,come,already,cancel,policy,need,honor,service,seem,company,disgrace,bunch,cowboy,take,money,provide,service,stay,well,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,terrible,company,leave,son,hot,water,heating,day,spend,hour,phone,hold,least,half,hour,wait,foreign,call,centre,rude,find,hard,understand,try,explain,hang,feel,like,shut,early,every,night,training,day,even,make,contact,expensive,deaf,well,company,normally,make,complaint,really,drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,app,website,absolutely,terrible,app,crash,website,encounter,issue,go,month,frustrating,simply,want,pay,invoice,top,electricity,chore,need,appoint,developer,ongoing,matter,resolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,number,year,far,terrible,company,rate,shoot,roof,top,want,contact,pay,talk,number,rip,pricing,call,charge,hang,ur,head,shame,rip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,call,since,thursday,let,know,time,say,resolve,call,back,customer,service,would,ask,narrate,story,today,bad,within,exhausted,frustrate,kid,home,able,top,use,emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,call,since,thursday,let,know,time,say,resolve,call,back,customer,service,would,ask,narrate,story,today,bad,within,exhausted,frustrate,kid,home,able,top,use,emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,hi,word,bully,blue,chip,company,thay,use,bully,tactic,money,stand,fight,claim,renew,county,court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,bad,experience,ever,confirmation,want,automatic,renewal,homemade,policy,email,complaint,link,use,chat,line,queue,hour,cut,offer,queue,min,cut,offi,never,use,warn,motherjust,pathetic,day,age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,join,increase,bill,winter,spring,summer,even,though,use,less,due,warm,still,wait,reply,complaint,one,close,account,even,bother,update,bill,final,bill,last,bill,show,account,online,may,know,see,anything,else,need,challenge,want,cancel,home,cover,cancel,easily,chat,someone,online,phone,oh,online,chat,unavailable,phone,line,impossible,finally,small,thing,comparatively,website,slow,badly,design,never,switch,seem,often,case,big,company,mean,bad,one,big,care,big,trouble,alienate,thousand,seem,customer,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,central,heating,system,fit,mira,shower,need,quickly,use,wife,shield,coronavirus,bad,asthma,start,look,review,wish,never,use,man,quote,new,water,heating,know,need,asap,overpriced,job,comb,boiler,five,radiator,piping,mira,shower,contractor,come,fit,leave,place,mess,fit,carpet,leave,floor,board,fit,back,properly,cause,water,leak,hit,nail,pipe,shower,work,control,unit,look,like,special,pipe,work,outside,mark,kitchen,ceiling,water,damage,work,away,time,easy,target,year,old,wife,fob,phone,tell,promise,man,fit,mickey,mouse,contractor,stuck,shower
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,change,home,care,app,invite,offer,well,price,log,account,make,change,next,level,cover,without,problem,confirm,email,cover,however,week,new,contact,arrive,check,account,via,app,still,show,old,level,cover,try,contact,call,time,time,hold,upwards,minute,speak,agent,confirm,change,make,actually,able,make,change,app,exist,customer,offer,new,customer,price,would,additional,increase,month,top,pay,find,ridiculous,send,email,confirmation,tell,also,make,change,via,account,accept,confirm,case,ask,account,change,back,original,cover,agent,say,change,think,next,thing,know
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,pay,card,direct,debit,go,twice,without,ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,shoddy,set,switch,ovo,shoddy,communication,day,confirmation,opening,read,tell,would,bill,quarterly,chase,bill,tell,six,monthly,provide,opening,read,three,time,acknowledge,register,receive,bill,day,month,period,nothing,electric,clue,app,useless,even,though,cheap,ovo,wish,never,switch,ovo,street,ahead,stand,ineptitude,ceo,read,review,think,damn,company,useless,need,address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,hopeless,homemade,service,cancel,yearly,check,parent,yearly,check,son,first,inspection,house,daughter,first,inspection,pay,money,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,month,solve,smart,meter,issue,customer,service,one,bad,ever,deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,customer,many,year,would,like,know,bother,contact,regard,boiler,service,home,care,customer,number,year,tryingto,reach,someone,telephone,almost,impossible,happen,customer,service,time,go,elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,5,2020-12-01,Positive,,,,,great,service,heir,trouble,take,old,watermark,away,problem,heir,come,mend,light,fitting,take,away,van,happy,service,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,absolute,disgrace,absolute,disgrace,people,struggle,couid,spend,hour,phone,online,chat,explain,struggle,pay,believe,bull,help,help,say,would,enter,home,warrant,change,meter,prepaid,send,debt,collector,round,give,toss,act,like,gestapo,company,disgusting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,absolute,disgrace,absolute,disgrace,people,struggle,couid,spend,hour,phone,online,chat,explain,struggle,pay,believe,bull,help,help,say,would,enter,home,warrant,change,meter,prepaid,send,debt,collector,round,give,toss,act,like,gestapo,company,disgusting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,2,2020-12-01,Negative,,,,,close,customer,service,line,chat,facility,put,bill,without,warn,automatically,renew,anyone,one,stop,amend,expensive,cover,small,fault,year,annual,homemade,go,plumber,fix,small,fault,wonder,tie,month,stay,well,away,oversized,company,cope,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,join,may,first,seven,month,seem,fine,around,xmas,begin,double,monthly,without,write,writing,confirm,low,amount,reclaim,pay,manually,protect,mortgage,payment,battle,correct,estimate,start,reading,maintain,original,payment,schedule,initiate,leave,early,june,modest,credit,account,receive,three,bill,mid,july,account,closure,claim,owe,receipt,first,bill,ask,prove,debt,despite,regular,contact,repeat,request,fail,sept,place,late,marker,credit,file,dispute,debts,electricity,derail,ongoing,mortgage,application,raise,claim,ombudsman,discover,place,standard,expensive,tariff,backdate,january,also,increase,debt,add,additional,debt,recovery
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,bad,company,ever,terrible,rude,customer,service,people,engineer,come,service,boiler,last,week,month,suppose,annual,service,tell,entitle,refund,day,boiler,break,heating,hot,water,since,oct,engineer,come,till,oct,husband,map,class,priority,joke,soon,contact,run,switch,deserve,loyal,customer,steer,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,harass,pay,bill,rude,scumbag,employee,hope,go,bust,cut,half,useless,staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,base,leicester,live,private,house,amd,turn,debit,previous,tenant,call,amd,tell,send,credit,bit,still,without,fas,wednesday,fever,serious,company,hope,choose,company,bad,customer,service,embarrassing,way,manage,emergency,leave,people,without,october,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,final,bill,incorrect,go,month,prove,beyond,reasonable,doubt,charge,around,excess,response,threat,company,dedicated,complaint,line,monitor,lead,fan,think,ombudsman,might,help,least,look,issue,frankly,behave,like,subside,instant,denial,tactic,use,problem,problem,end,force,pay,incorrect,amount,discussion,pay,well,damage,company,use,credit,score,system,say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,awful,cost,call,long,wait,person,sound,like,call,fourth,dimension,finally,address,across,minute,wait,pay,line,cut,could,even,call,back,disgrace,ashamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,5,2020-12-01,Positive,,,,,engineer,visit,wednesday,identify,problem,return,thursday,part,fit,identify,problem,return,later,day,fit,last,part,stay,complete,job,amazing,commitment,job,capable,nice,guy,fantastic,service,ability,give,feedback,directly,web,site,apart,complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
